timestamp,price
2025-05-16T16:30:21Z,108.21
2025-05-16T16:32:59Z,108.152
2025-05-16T16:35:57Z,107.657
2025-05-16T16:52:44Z,108.321
2025-05-16T17:26:25Z,109.305
2025-05-17T03:45:01Z,102.8
2025-05-17T03:50:02Z,102.8
2025-05-17T03:55:02Z,103.306
2025-05-17T04:00:01Z,103.328
2025-05-17T04:05:02Z,103.48
2025-05-17T04:10:01Z,103.1
2025-05-17T04:15:02Z,103.016
2025-05-17T04:20:02Z,103.307
2025-05-17T04:25:02Z,103.563
2025-05-17T07:19:42Z,102.758
2025-05-17T07:20:02Z,102.736
2025-05-17T07:25:01Z,103.262
2025-05-17T07:30:02Z,103.034
2025-05-17T07:35:02Z,102.516
2025-05-17T07:40:02Z,102.056
2025-05-17T07:45:01Z,101.654
2025-05-17T07:50:02Z,101.404
2025-05-17T07:55:02Z,101.394
2025-05-17T08:00:01Z,101.653
2025-05-17T08:05:02Z,101.653
2025-05-17T08:07:28Z,101.653
2025-05-17T08:07:39Z,101.652
2025-05-17T08:07:49Z,101.644
2025-05-17T08:08:00Z,101.64
2025-05-17T08:08:11Z,101.641
2025-05-17T08:08:21Z,101.468
2025-05-17T08:08:32Z,101.8
2025-05-17T08:08:43Z,101.796
2025-05-17T08:08:53Z,101.778
2025-05-17T08:09:04Z,101.705
2025-05-17T08:09:14Z,101.698
2025-05-17T08:09:25Z,101.689
2025-05-17T08:09:36Z,101.68
2025-05-17T08:09:46Z,101.67
2025-05-17T08:09:57Z,101.68
2025-05-17T08:10:01Z,101.681
2025-05-17T08:10:08Z,101.675
2025-05-17T08:10:18Z,101.615
2025-05-17T08:10:29Z,101.531
2025-05-17T08:10:39Z,101.457
2025-05-17T08:10:50Z,101.392
2025-05-17T08:11:01Z,101.392
2025-05-17T08:11:11Z,101.392
2025-05-17T08:11:22Z,101.599
2025-05-17T08:11:33Z,101.599
2025-05-17T08:13:24Z,101.757
2025-05-17T08:13:35Z,101.747
2025-05-17T08:13:45Z,101.737
2025-05-17T08:13:57Z,101.379
2025-05-17T08:14:08Z,101.378
2025-05-17T08:14:18Z,101.379
2025-05-17T08:14:29Z,101.379
2025-05-17T08:14:40Z,101.379
2025-05-17T08:14:51Z,101.379
2025-05-17T08:15:02Z,101.379
2025-05-17T08:15:02Z,101.379
2025-05-17T08:15:13Z,101.379
2025-05-17T08:15:24Z,101.719
2025-05-17T08:15:34Z,101.796
2025-05-17T08:15:46Z,101.761
2025-05-17T08:15:57Z,101.751
2025-05-17T08:16:07Z,101.742
2025-05-17T08:16:18Z,101.74
2025-05-17T08:16:29Z,101.74
2025-05-17T08:16:40Z,102.099
2025-05-17T08:16:50Z,101.942
2025-05-17T08:17:01Z,101.931
2025-05-17T08:17:11Z,101.844
2025-05-17T08:17:23Z,101.79
2025-05-17T08:17:34Z,101.785
2025-05-17T08:17:44Z,102.69
2025-05-17T08:17:56Z,102.381
2025-05-17T08:18:07Z,102.121
2025-05-17T08:18:18Z,102.046
2025-05-17T08:18:29Z,102.038
2025-05-17T08:18:40Z,102.027
2025-05-17T08:18:51Z,102.009
2025-05-17T08:19:01Z,101.967
2025-05-17T08:19:06Z,101.948
2025-05-17T08:19:16Z,101.839
