timestamp,price
2025-05-16T16:30:21Z,2365.382
2025-05-16T16:32:59Z,2363.487
2025-05-16T16:35:57Z,2360.388
2025-05-16T16:52:44Z,2369.831
2025-05-16T17:26:25Z,2371.738
2025-05-17T03:45:01Z,2263.727
2025-05-17T03:50:02Z,2263.717
2025-05-17T03:55:02Z,2270.695
2025-05-17T04:00:01Z,2273.208
2025-05-17T04:05:02Z,2273.125
2025-05-17T04:10:01Z,2266.25
2025-05-17T04:15:02Z,2266.246
2025-05-17T04:20:02Z,2267.993
2025-05-17T04:25:02Z,2275.297
2025-05-17T07:19:42Z,2265.582
2025-05-17T07:20:02Z,2265.56
2025-05-17T07:25:01Z,2269.224
2025-05-17T07:30:02Z,2269.224
2025-05-17T07:35:02Z,2266.869
2025-05-17T07:40:02Z,2258.996
2025-05-17T07:45:01Z,2251.88
2025-05-17T07:50:02Z,2245.454
2025-05-17T07:55:02Z,2247.994
2025-05-17T08:00:01Z,2254.51
2025-05-17T08:05:02Z,2248.629
2025-05-17T08:07:28Z,2253.161
2025-05-17T08:07:39Z,2253.153
2025-05-17T08:07:49Z,2253.146
2025-05-17T08:08:00Z,2253.094
2025-05-17T08:08:11Z,2253.089
2025-05-17T08:08:21Z,2253.08
2025-05-17T08:08:32Z,2253.172
2025-05-17T08:08:43Z,2253.171
2025-05-17T08:08:53Z,2253.165
2025-05-17T08:09:04Z,2252.399
2025-05-17T08:09:14Z,2252.199
2025-05-17T08:09:25Z,2252.391
2025-05-17T08:09:36Z,2252.388
2025-05-17T08:09:46Z,2252.195
2025-05-17T08:09:57Z,2252.192
2025-05-17T08:10:01Z,2252.192
2025-05-17T08:10:08Z,2247.764
2025-05-17T08:10:18Z,2249.7
2025-05-17T08:10:29Z,2245.763
2025-05-17T08:10:39Z,2248.198
2025-05-17T08:10:50Z,2248.289
2025-05-17T08:11:01Z,2248.287
2025-05-17T08:11:11Z,2248.295
2025-05-17T08:11:22Z,2250.845
2025-05-17T08:11:33Z,2250.845
2025-05-17T08:13:24Z,2249.493
2025-05-17T08:13:35Z,2249.493
2025-05-17T08:13:45Z,2249.493
2025-05-17T08:13:57Z,2249.492
2025-05-17T08:14:08Z,2249.493
2025-05-17T08:14:18Z,2249.491
2025-05-17T08:14:29Z,2249.49
2025-05-17T08:14:40Z,2249.486
2025-05-17T08:14:51Z,2249.484
2025-05-17T08:15:02Z,2249.484
2025-05-17T08:15:02Z,2249.484
2025-05-17T08:15:13Z,2253.621
2025-05-17T08:15:24Z,2253.614
2025-05-17T08:15:34Z,2253.596
2025-05-17T08:15:46Z,2253.588
2025-05-17T08:15:57Z,2253.297
2025-05-17T08:16:07Z,2253.287
2025-05-17T08:16:18Z,2253.282
2025-05-17T08:16:29Z,2253.612
2025-05-17T08:16:40Z,2253.612
2025-05-17T08:16:50Z,2253.608
2025-05-17T08:17:01Z,2253.607
2025-05-17T08:17:11Z,2253.498
2025-05-17T08:17:23Z,2253.4
2025-05-17T08:17:34Z,2253.397
2025-05-17T08:17:44Z,2253.397
2025-05-17T08:17:56Z,2253.608
2025-05-17T08:18:07Z,2253.608
2025-05-17T08:18:18Z,2253.604
2025-05-17T08:18:29Z,2257.538
2025-05-17T08:18:40Z,2257.53
2025-05-17T08:18:51Z,2257.193
2025-05-17T08:19:01Z,2256.988
2025-05-17T08:19:06Z,2256.397
2025-05-17T08:19:16Z,2254.489
2025-05-17T08:19:27Z,2253.495
2025-05-17T08:19:38Z,2253.495
2025-05-17T08:19:49Z,2253.493
2025-05-17T08:20:00Z,2253.48
2025-05-17T08:20:01Z,2253.494
2025-05-17T08:20:11Z,2253.473
